Name,Gender,DOB,POB,DOD,POD,Description,Image,ID
白輝,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45434840
李確,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45434872
艾宣,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45434881
和成忠,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45434911
毛政,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45434947
白良玉,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45434948
李士雲,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45434968
王介,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45434988
吳元瑜,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45435001
周純,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45435012
何尊師,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45435017
姒頤真,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45435027
郭某,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45435135
范安仁,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45435147
唐希雅,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45435195
刁光胤,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45435196
唐異,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45435321
馬隱,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45435435
高洵,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45435458
侯封,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45435474
袁㠖,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45435489
侯翌,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45435510
侯必大,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45435521
侯文慶,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45435540
唐忠祈,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45435541
侯宗古,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45435574
段吉先,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45435577
高益,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45435587
兼至誠,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45435584
高彥實,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45435599
侯守中,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45435641
唐宿,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45435658
高嗣昌,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45435656
高燾,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45435741
馬永忠,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45435845
祝次仲,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45435934
孫懷說,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45435969
袁仁厚,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45435984
夏東叟,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45436004
紀真,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45436031
秦友諒,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45436046
夏奕,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45436079
郝章,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45436083
馬宋英,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45436116
孫夢卿,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45436209
郝處,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45436246
夏子文,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45436245
夏森,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45436257
靳詠,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45442207
靳東發,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45442405
路衙推,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45444373
董祥,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45445135
董常,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45445201
董琛,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45445329
董贇,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45446222
萬濟,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45448610
葉森,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45450700
葉仁遇,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45453162
葉進成,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45454584
葉漢卿,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45454714
詹先野,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45457077
解處中,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45458225
臺亨,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45462938
翟院深,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45463821
趙林,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45465788
趙彥,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45466426
趙芾,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45467002
郝澄,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45469724
趙廉,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45470638
郝士安,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45472928
張遠,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45473120
夏侯延祐,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45474839
孫覺,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45474970
郝孝隆,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45475161
趙子雲,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45476046
員真,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45476119
胡奇,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45476444
趙子澄,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45476627
趙士表,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45477218
趙士衍,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45477285
趙士暕,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45477951
趙士腆,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45478229
趙士雷,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45478434
趙士遵,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45479174
趙山甫,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45480236
趙元亨,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45480554
孫必達,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45481102
孫可元,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45481425
徐崇矩,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45482339
孫用和,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45482595
趙令松,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45486971
郭元方,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45487337
時光,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45489199
孫知微,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45490162
郭惟簡,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45491062
時叔遠,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45496080
荀信,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45497395
趙君壽,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45498871
許迪,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45499158
居寧,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45499289
趙克敻,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45500628
許龍湫,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45502319
許中正,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45502517
趙宗閔,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45503593
曹瑩,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45507571
趙叔儺,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45509787
曹仁希,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45512135
曹正國,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45512583
釋梵隆,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45512779
曹申甫,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45512846
趙時遠,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45513544
趙師宰,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45514570
戚仲,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45516925
楊士賢,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45517052
張仲,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45517954
戚文秀,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45518148
戚化元,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45518214
張玄,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45519701
趙雲子,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45519857
趙維城,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45523938
王藹,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45524296
王藻,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45524361
趙邈齪,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45525545
甄慧,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45526501
王士元,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45526717
蒙亨,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45527520
王定國,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45527866
蒲永昇,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45528160
毌咸之,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45528436
裴文睨,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45529299
老成,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45529770
熊應周,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45530195
李昭,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45530920
李隱,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45531372
李友直,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45531691
李思賢,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45531882
李從訓,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45532774
吳瓌,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45533801
鄭天民,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45540737
倪濤,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45540823
鄭希古,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45542589
徐京,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45542611
徐明,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45542804
徐皋,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45544717
厲昭慶,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45546128
徐世昌,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45548266
徐世榮,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45548314
鄧隱,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45548682
徐改之,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45549034
徐凱之,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45550988
徐道廣,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45551555
歐陽楚翁,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45552387
郗七,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45553495
能成甫,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45553686
蔣太尉,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45554703
梁揆,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45554809
蔡規,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45556528
梁忠信,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45556568
蔡潤,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45557096
商訓,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45558084
魯莊,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45559313
魯宗貴,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45559572
劉永,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45561777
劉浩,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45564837
劉浩,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45564903
劉益,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45565092
劉寀,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45566109
連鰲,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45566444
劉常,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45566491
劉瑗,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45568861
劉銓,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45570131
張明,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45570675
劉贊,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45572693
張茂,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45572847
劉耀,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45572977
張紀,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45573193
劉文通,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45575128
劉文惠,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45575260
劉允文,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45576022
劉古心,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45577358
劉仲先,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45578251
劉仲懷,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45578504
劉宗古,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45579774
劉宗道,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45580030
張戡,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45580446
劉明仲,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45580935
張著,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45580957
劉思義,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45581773
張戩,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45582435
張諒,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45583008
劉國用,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45583129
劉尊師,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45583640
劉道士,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45584416
劉漢卿,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45584860
劉夢良,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45585245
劉履中,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45585569
張翼,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45586068
龍升,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45586739
張舉,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45586837
龍祥,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45586932
張鎰,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45587346
霍适,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45587639
燕文季,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45588151
閻仲,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45588406
閻士安,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45589034
閻次平,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45589481
閻次安,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45589546
盧章,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45591329
盧象先,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45593875
盧道寧,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45594002
戰德淳,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45594193
蕭太虛,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45595216
衛松,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45596543
衛光遠,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45597044
張希顏,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45598002
張宗古,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45598950
張思義,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45601308
張訓禮,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45602252
謝昇,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45603454
張敏叔,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45604625
張無惑,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45606091
張嗣昌,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45607044
張萬成,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45607111
韓若拙,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45611959
陳左,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45612510
陳坦,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45614824
薛彥晦,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45614977
鍾文秀,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45616295
陳珏,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45616586
戴琬,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45619435
陳常,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45619733
豐興祖,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45621079
儲大有,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45621837
陳椿,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45623456
魏燮,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45623513
魏觀察,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45624717
龐崇穆,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45625283
譚宏,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45625347
譚季蕭,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45625981
羅存,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45627189
羅仲通,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45628759
羅勝先,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45630097
蘇堅,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45633299
蘇晉卿,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45634897
蘇顯祖,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45635647
陳用志,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45636704
陳自然,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45638129
陳庚生,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45641015
陳宗訓,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45641265
釋大椿,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45641652
陳直躬,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45642205
釋月篷,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45645440
釋仁濟,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45645756
陳清波,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45646139
釋可宗,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45646631
釋令宗,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45648686
陳虞之,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45649263
陸青,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45653919
陸琮,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45654355
陸瑾,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45654715
釋志堅,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45654787
陸文通,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45655192
陸仲明,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45655495
陸懷道,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45656514
陶忠,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45656697
陶裔,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45656939
梅行思,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45657904
釋法能,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45659365
釋法常,男,N/A,N/A,1180-01-01,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45659552
崔愨,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45660120
崔友諒,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45660604
畢生,男,N/A,N/A,N/A,N/A,N/A,N/A,http://www.wikidata.org/entity/Q45662513
